suite,revision_role,pair,revision,adapter,records,changes,api,pattern,run,total_ns,operations_per_sec,p50_ns,p95_ns,root,node_count,byte_count,value_valid,count_valid,root_valid,reopen_valid
local-adapters,candidate,8,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,clustered,1,11916,8392077.878482712,11916,11916,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,candidate,8,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,append,2,8417,11880717.595342759,8417,8417,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,candidate,8,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,clustered,2,10250,9756097.56097561,10250,10250,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,candidate,8,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,append,3,7250,13793103.448275862,7250,7250,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,candidate,8,81357948363fdb51dbc201ae5ba1a7377bb297e0,sqlite-sync,10000,100,diff,clustered,3,12000,8333333.333333333,12000,12000,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,baseline,8,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,append,1,11917,8391373.66786943,11917,11917,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,8,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,clustered,1,11917,8391373.66786943,11917,11917,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,baseline,8,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,append,2,8500,11764705.88235294,8500,8500,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
local-adapters,baseline,8,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,clustered,2,11292,8855827.13425434,11292,11292,248213085e1db13263248cb7b60267666a7fd33653591b04593d8691dbb0cd7c,86,296404,true,true,true,true
local-adapters,baseline,8,a2f4e7a3066d2259783c8d815b45c0461c77b06b,sqlite-sync,10000,100,diff,append,3,17500,5714285.714285715,17500,17500,3176e894d24515910ab6bfb7c9c7624bbf45eaa0e8cc826e89a8e1f8161b06c3,86,299311,true,true,true,true
