schema,records,api,pattern,repetitions,configured_changes,sqlite_latency_median_ns,sqlite_latency_min_ns,sqlite_latency_max_ns,sqlite_throughput_median_ops_sec,sqlite_throughput_min_ops_sec,sqlite_throughput_max_ops_sec,sqlite_p50_ns_median,sqlite_p95_ns_median,sqlite_p99_ns_median,sqlite_max_ns_median,turso_latency_median_ns,turso_latency_min_ns,turso_latency_max_ns,turso_throughput_median_ops_sec,turso_throughput_min_ops_sec,turso_throughput_max_ops_sec,turso_p50_ns_median,turso_p95_ns_median,turso_p99_ns_median,turso_max_ns_median,turso_over_sqlite_latency_ratio,turso_over_sqlite_throughput_ratio
sqlite-turso-local-v1,1000000,merge,append,3,10000,19487667.0,18766083,25515625,1026290.1146658551,783833.4353949786,1065752.5067964368,,,,,23215583.0,22031417,49055125,861490.3188087071,407704.59763378446,907794.5372283589,,,,,1.1912961669552338,0.839421822833396
sqlite-turso-local-v1,1000000,merge,clustered,3,10000,6018875.0,5741042,6076000,3322880.1063321633,3291639.236339697,3483688.152777841,,,,,8220875.0,7821042,8700666,2432831.055088418,2298674.6072082296,2557204.0145034385,,,,,1.3658490997071713,0.7321453008347651
sqlite-turso-local-v1,1000000,merge,random,3,10000,8612708875.0,8528806292,9341090875,2322.1497777608324,2141.0775537498453,2344.994049021837,,,,,10238923083.0,8278171750,12443405000,1953.3304272210637,1607.2771078334267,2415.992395905533,,,,,1.1888156480849355,0.8411733153167199
sqlite-turso-local-v1,1000000,put,append,3,10000,6273122250.0,5660764000,7981310833,1594.102522073438,1252.9270202901268,1766.5459997979071,292667.0,894667.0,15102042.0,40507167.0,16880409416.0,16864196667,17265424417,592.402693178849,579.1922491145791,592.9722119268262,1542542.0,2178083.0,7607167.0,44269959.0,2.690910322367781,0.37162145155401605
sqlite-turso-local-v1,1000000,put,clustered,3,10000,6361227334.0,6026577959,13039911125,1572.0236795423416,766.8763923419762,1659.3164591965747,345958.0,641875.0,13669292.0,64420458.0,24084007583.0,20949910416,28864843000,415.21328896518975,346.4422099922733,477.3290100736057,2138209.0,3720958.0,8833125.0,46769584.0,3.7860630218753317,0.2641266123205406
sqlite-turso-local-v1,1000000,put,random,3,10000,6536002958.0,6453012375,7150921083,1529.9870676710914,1398.4212500642975,1549.663849823316,369833.0,717833.0,13573834.0,27582084.0,25861514375.0,23595313292,33896140334,386.6749585889245,295.01883994648676,423.8129782913501,2369708.0,3531375.0,8589625.0,48536417.0,3.956778254414003,0.2527308673121738
sqlite-turso-local-v1,2000000,batch,append,3,10000,88781042.0,84257583,89136667,112636.65952467645,112187.27754314619,118683.67978226957,,,,,21277458.0,18329458,28807500,469980.95355187636,347131.8233099019,545569.869005401,,,,,0.23966217922966032,4.172539877648918
sqlite-turso-local-v1,2000000,batch,clustered,3,10000,121254375.0,117564000,130905958,82471.2510373337,76390.71706728582,85060.05239699228,,,,,39134541.0,38683834,40893541,255528.74122121427,244537.39528205688,258505.91748480772,,,,,0.3227474555041828,3.0983977811315073
sqlite-turso-local-v1,2000000,batch,random,3,10000,2025207250.0,1968054458,2425160917,4937.766245899031,4123.437719081468,5081.16020842346,,,,,2433045375.0,2394234417,2493843625,4110.075423480337,4009.874516490584,4176.700463829311,,,,,1.201380932741575,0.83237545456792
sqlite-turso-local-v1,2000000,diff,append,3,10000,10297292.0,10060459,10515625,971129.1085073629,950965.8246656761,993990.4332396763,,,,,5228292.0,5016333,5415750,1912670.5241405799,1846466.3250703965,1993488.0718644476,,,,,0.5077346548976177,1.96953268868686
sqlite-turso-local-v1,2000000,diff,clustered,3,10000,11949541.0,11209125,27103875,836852.2272110702,368950.93413764634,892130.2956296767,,,,,12958042.0,12449667,13100834,771721.5301509287,763310.1831532252,803234.3355047167,,,,,1.0843966307994592,0.9221718065121258
