version,profile,records,run,workload,operations,total_ns,ns_per_op,ops_per_sec,nodes_read,nodes_written,bytes_read,bytes_written,cache_hits,cache_misses,cache_evictions,result_entries,num_nodes,num_leaves,num_internal,height,tree_bytes,db_bytes_before,db_bytes_after,wal_bytes_after,shm_bytes_after,fixture_bytes_after,sqlite_node_count,sqlite_node_payload_bytes,validated,status
original,normal,1000,1,random_disjoint_sparse_merge,100,425500,4255.000,235017.626,6,2,37569,12523,0,6,0,1000,5,4,1,1,41461,57344,131072,0,0,131072,14,107968,true,ok
original,normal,1000,1,clustered_disjoint_sparse_merge,100,442083,4420.830,226201.867,6,2,37569,12523,0,6,0,1000,5,4,1,1,41461,57344,102400,0,0,102400,11,79030,true,ok
original,normal,1000,1,random_conflict_resolved_merge,50,700167,14003.340,71411.535,15,0,124383,0,0,15,0,1000,5,4,1,1,41461,57344,151552,0,0,151552,15,124383,true,ok
original,normal,1000,1,clustered_conflict_resolved_merge,50,244042,4880.840,204882.766,6,0,37569,0,0,6,0,1000,5,4,1,1,41461,57344,90112,0,0,90112,9,66507,true,ok
current,normal,1000,1,sorted_stream_build,1000,763584,763.584,1309613.612,0,0,0,0,0,0,0,1000,8,7,1,1,42086,0,69632,0,0,69632,8,42086,true,ok
current,normal,1000,1,shuffled_batch_build,1000,953084,953.084,1049225.462,0,0,0,0,0,0,0,1000,8,7,1,1,42086,0,69632,0,0,69632,8,42086,true,ok
current,normal,1000,1,random_reads_cold_manager,1000000,406554125,406.554,2459697.094,8,0,42086,0,1111977,8,0,1000,8,7,1,1,42086,69632,69632,0,32768,102400,8,42086,true,ok
current,normal,1000,1,random_reads_warm_manager,1000000,405609166,405.609,2465427.519,0,0,0,0,1112000,0,0,1000,8,7,1,1,42086,69632,69632,0,32768,102400,8,42086,true,ok
current,normal,1000,1,clustered_reads_cold_manager,1000000,404680542,404.681,2471084.958,8,0,42086,0,1111977,8,0,1000,8,7,1,1,42086,69632,69632,0,32768,102400,8,42086,true,ok
current,normal,1000,1,clustered_reads_warm_manager,1000000,405343167,405.343,2467045.411,0,0,0,0,1112000,0,0,1000,8,7,1,1,42086,69632,69632,0,32768,102400,8,42086,true,ok
current,normal,1000,1,right_edge_reads_cold_manager,1000000,405066208,405.066,2468732.223,8,0,42086,0,1111977,8,0,1000,8,7,1,1,42086,69632,69632,0,32768,102400,8,42086,true,ok
current,normal,1000,1,right_edge_reads_warm_manager,1000000,409519167,409.519,2441888.147,0,0,0,0,1112000,0,0,1000,8,7,1,1,42086,69632,69632,0,32768,102400,8,42086,true,ok
current,normal,1000,1,append_batch_upserts,100,718875,7188.750,139106.242,2,2,3573,7687,2,2,0,1100,8,7,1,1,46200,69632,86016,0,0,86016,10,49773,true,ok
current,normal,1000,1,random_batch_updates,100,1038708,10387.080,96273.447,8,8,42086,42086,4,8,0,1000,8,7,1,1,42086,69632,131072,0,0,131072,16,84172,true,ok
