suite,revision_role,pair,schema,revision,dirty,adapter,records,repetition,api,pattern,configured_changes,observed_changes,total_ns,operations_per_sec,p50_ns,p95_ns,p99_ns,max_ns,db_bytes_before,db_bytes_after,expected_records,observed_records,validated,error
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,append,100,100,75334,1327421.88122229,75334,223500,302041,302041,483328,499712,10100,10100,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,append,100,100,73167,1366736.370221548,73167,132792,135916,135916,483328,499712,10100,10100,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,random,100,100,2439916,40985.017516996486,2439916,3420416,4269167,4269167,483328,925696,10000,10000,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,random,100,100,2517583,39720.6368171377,2517583,3240208,3366250,3366250,483328,925696,10000,10000,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,clustered,100,100,203417,491600.99696682184,203417,228875,245084,245084,483328,520192,10000,10000,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,clustered,100,100,200250,499375.78027465666,200250,243208,257417,257417,483328,520192,10000,10000,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,append,100,200,284583,702782.6679738425,284583,354500,471417,471417,483328,536576,10200,10200,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,append,100,200,285167,701343.4233273836,285167,372250,600292,600292,483328,536576,10200,10200,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,random,100,200,5016875,39865.45409243802,5016875,5523084,5872250,5872250,483328,1744896,10000,10000,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,random,100,200,5184625,38575.59611350869,5184625,5728042,6025625,6025625,483328,1744896,10000,10000,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,clustered,100,200,136666,1463421.7727891356,136666,151250,179708,179708,483328,540672,10000,10000,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,clustered,100,200,143292,1395751.332942523,143292,150208,197500,197500,483328,540672,10000,10000,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,append,100,100,93662709,1067.6607698801452,904792,1209250,2709834,4368250,515008,32021080,10100,10100,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,append,100,100,33019750,3028.490524610271,294291,440666,1482209,4829417,515008,32021080,10100,10100,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,random,100,100,109242000,915.3988392742718,1057375,1542792,2867000,4171917,515008,54928032,10000,10000,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,47882625,2088.4402223144616,413208,798250,2134667,8778084,515008,54928032,10000,10000,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,clustered,100,100,90066875,1110.2861068511593,880000,1269709,2487292,9502292,515008,25960200,10000,10000,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,clustered,100,100,26258458,3808.296740044674,215083,434375,1045125,3319125,515008,25960200,10000,10000,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,append,100,100,1354541,73825.74613835978,1354541,2097667,2576250,2576250,515008,1590328,10100,10100,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,append,100,100,1578333,63357.985925657005,1578333,2231458,2612125,2612125,515008,1590328,10100,10100,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,random,100,100,8082333,12372.665169821634,8082333,11424542,11541000,11541000,515008,13533376,10000,10000,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,random,100,100,8363000,11957.431543704412,8363000,22843667,34910333,34910333,515008,13533376,10000,10000,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,clustered,100,100,2539167,39382.99450174014,2539167,3076166,3843625,3843625,515008,2121808,10000,10000,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,clustered,100,100,2599291,38472.02948804116,2599291,2852792,2885167,2885167,515008,2121808,10000,10000,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,append,100,100,586375,170539.33063312728,586375,1637167,2341333,2341333,515008,560328,10100,10100,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,append,100,100,887625,112660.18870581608,887625,3156750,3583458,3583458,515008,560328,10100,10100,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,random,100,100,7567000,13215.276860050219,7567000,8549709,8862625,8862625,515008,955848,10000,10000,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,random,100,100,6780834,14747.448470202928,6780834,7854459,8617500,8617500,515008,955848,10000,10000,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,clustered,100,100,794625,125845.52461853075,794625,1015125,1118792,1118792,515008,572688,10000,10000,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,clustered,100,100,841500,118835.41295306002,841500,1056375,1113625,1113625,515008,572688,10000,10000,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,append,100,200,2777042,72019.07641296026,2777042,3206500,3662875,3662875,515008,638608,10200,10200,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,append,100,200,2914125,68631.23579118947,2914125,3400917,3963542,3963542,515008,638608,10200,10200,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,random,100,200,12843417,15572.179895739584,12843417,13464292,13946334,13946334,515008,1775728,10000,10000,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,random,100,200,13120750,15243.031076729607,13120750,14138875,14262542,14262542,515008,1775728,10000,10000,true,
sqlite-turso,baseline,3,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,clustered,100,200,1449041,138022.31958930078,1449041,1943750,2924750,2924750,515008,622128,10000,10000,true,
sqlite-turso,candidate,3,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,clustered,100,200,1557542,128407.45225489906,1557542,1681542,1808250,1808250,515008,622128,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,append,100,100,17852667,5601.403980704956,99292,143333,243959,10816875,483328,42962736,10100,10100,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,append,100,100,16990042,5885.80063545458,98125,139917,346167,10497334,483328,42962736,10100,10100,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,random,100,100,24640500,4058.3592053732677,141292,233208,5583375,11239875,483328,67166072,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,random,100,100,25059792,3990.456105940544,144458,240875,5571750,14164833,483328,67166072,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,clustered,100,100,15855833,6306.827272966359,70833,147333,820209,10531500,483328,35786616,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,clustered,100,100,15286292,6541.808831075581,70375,136167,269375,12733917,483328,35786616,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,append,100,100,166833,599401.7970065874,166833,313167,1334125,1334125,483328,1612048,10100,10100,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,append,100,100,181292,551596.3197493546,181292,325417,1381333,1381333,483328,1612048,10100,10100,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,random,100,100,3957583,25267.947633694606,3957583,11308042,12842584,12842584,483328,17017216,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,random,100,100,3863500,25883.266468228292,3863500,11518208,12459292,12459292,483328,17017216,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,batch,clustered,100,100,351833,284225.7548325484,351833,476625,1675458,1675458,483328,2778008,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,clustered,100,100,366000,273224.043715847,366000,501042,1957708,1957708,483328,2778008,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,append,100,100,69333,1442314.6265126274,69333,77666,100875,100875,483328,499712,10100,10100,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,append,100,100,71959,1389680.2345780237,71959,100459,118250,118250,483328,499712,10100,10100,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,random,100,100,2496541,40055.42068005292,2496541,3118959,3357125,3357125,483328,925696,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,random,100,100,2423542,41261.92160069848,2423542,2787708,3268958,3268958,483328,925696,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,diff,clustered,100,100,202458,493929.6051526736,202458,222708,243417,243417,483328,520192,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,diff,clustered,100,100,211500,472813.23877068557,211500,251750,337625,337625,483328,520192,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,append,100,200,282708,707443.7228518472,282708,892709,953958,953958,483328,536576,10200,10200,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,append,100,200,285458,700628.4637319676,285458,398500,552167,552167,483328,536576,10200,10200,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,random,100,200,5314417,37633.478893357445,5314417,5894291,6170792,6170792,483328,1744896,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,random,100,200,5097500,39234.9190779794,5097500,5684458,5874208,5874208,483328,1744896,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,merge,clustered,100,200,143375,1394943.3304272015,143375,168584,184333,184333,483328,540672,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,merge,clustered,100,200,134000,1492537.3134328357,134000,193125,214833,214833,483328,540672,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,append,100,100,32989291,3031.2867287751046,292542,387042,1192042,4722000,515008,32021080,10100,10100,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,append,100,100,90533000,1104.5696044536246,867667,1115625,1843625,4403167,515008,32021080,10100,10100,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,random,100,100,48738167,2051.7800761772596,415500,808000,1453750,3867959,515008,54928032,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,random,100,100,113662583,879.7970040853286,1090375,1632209,3081334,6890875,515008,54928032,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,put,clustered,100,100,27898292,3584.4488257560715,225917,808458,1837917,6321750,515008,25960200,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,put,clustered,100,100,90352833,1106.7721584335934,855708,1411291,2765792,6547709,515008,25960200,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,append,100,100,1290458,77491.86722853436,1290458,1659083,1813834,1813834,515008,1590328,10100,10100,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,append,100,100,1510750,66192.28859837829,1510750,2204000,2962583,2962583,515008,1590328,10100,10100,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,random,100,100,7747958,12906.626494361482,7747958,10042584,10567708,10567708,515008,13533376,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,random,100,100,7604458,13150.18111744453,7604458,9980417,11120334,11120334,515008,13533376,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,batch,clustered,100,100,2669625,37458.44453809055,2669625,3917292,4689750,4689750,515008,2121808,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,batch,clustered,100,100,2829416,35342.98243877888,2829416,5131292,5520875,5520875,515008,2121808,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,append,100,100,816166,122524.09436315652,816166,1030292,1109875,1109875,515008,560328,10100,10100,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,append,100,100,769542,129947.42327254392,769542,1057334,1522375,1522375,515008,560328,10100,10100,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,random,100,100,7742041,12916.49062566318,7742041,10233000,14115500,14115500,515008,955848,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,random,100,100,6838041,14624.071426304698,6838041,8270583,8626750,8626750,515008,955848,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,diff,clustered,100,100,853792,117124.54555676325,853792,1119750,1178625,1178625,515008,572688,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,diff,clustered,100,100,876250,114122.68188302426,876250,1078250,1247208,1247208,515008,572688,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,append,100,200,3443834,58074.80848380032,3443834,7965417,15316542,15316542,515008,638608,10200,10200,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,append,100,200,3340250,59875.75780255969,3340250,6255083,8092667,8092667,515008,638608,10200,10200,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,random,100,200,13347125,14984.500407391104,13347125,16323833,18162125,18162125,515008,1775728,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,random,100,200,13405667,14919.0637064161,13405667,18269834,19056583,19056583,515008,1775728,10000,10000,true,
sqlite-turso,candidate,4,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,turso-async,10000,1,merge,clustered,100,200,1601291,124899.22194029692,1601291,2251167,2266083,2266083,515008,622128,10000,10000,true,
sqlite-turso,baseline,4,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,turso-async,10000,1,merge,clustered,100,200,1689959,118346.06638385901,1689959,2215250,3003750,3003750,515008,622128,10000,10000,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,append,100,100,17765042,5629.032568569216,98417,147458,379125,10427916,483328,42962736,10100,10100,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,append,100,100,17774042,5626.182271877156,98750,150542,650666,11263000,483328,42962736,10100,10100,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,random,100,100,25000583,3999.906722175239,144584,249000,5210750,13427916,483328,67166072,10000,10000,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,random,100,100,25689250,3892.678844263651,146833,244833,6806000,13013125,483328,67166072,10000,10000,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,put,clustered,100,100,14353542,6966.921474852688,70083,147333,440250,15831625,483328,35786616,10000,10000,true,
sqlite-turso,candidate,5,sqlite-turso-local-v1,81357948363fdb51dbc201ae5ba1a7377bb297e0,false,sqlite-sync,10000,1,put,clustered,100,100,15214459,6572.695092214583,72209,158000,641875,12881209,483328,35786616,10000,10000,true,
sqlite-turso,baseline,5,sqlite-turso-local-v1,a2f4e7a3066d2259783c8d815b45c0461c77b06b,false,sqlite-sync,10000,1,batch,append,100,100,181000,552486.1878453039,181000,459666,1451500,1451500,483328,1612048,10100,10100,true,
